"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"43795";0;0.603487132;30;0;0.287913261;35600;15;1;5;0;0
"124578";0;0.058702332;51;0;0.824369348;2100;8;0;1;0;2
"39784";0;0.029138079;75;0;0.008264463;3750;7;0;0;0;0
"115975";0;0.073169542;55;0;0.362569981;3750;9;0;1;0;0
"115361";0;0.060048702;31;0;0.051355207;700;4;0;0;0;0
"36876";0;0.414729973;42;0;0.698519515;5200;8;0;1;0;0
"104795";0;0.227508462;41;0;0.279953015;7661;12;0;2;0;0
"115893";0;0.185254608;63;0;0.070277683;5833;4;0;0;0;0
"53374";0;0.207487263;32;0;0.386559289;3600;8;0;0;0;0
"71778";0;1.054384018;35;2;0.472997033;1684;5;0;0;0;0
"61961";0;0.003644151;58;0;0.208055636;3450;22;0;1;0;0
"138445";0;0.055875204;46;0;0.337415646;4000;5;0;0;0;1
"139879";0;0.173589313;45;0;0.172890278;6078;12;0;0;0;1
"71201";0;0.625523405;54;0;0.719064047;6666;10;0;4;0;0
"104327";0;0.011392245;74;0;36;0;4;0;0;0;0
"110241";0;0.831559254;37;1;0.385972108;4875;7;0;1;0;1
"126077";0;0.200785644;29;0;0.782960495;2100;6;0;2;0;0
"24574";0;0.025724357;52;0;0.09360481;7317;4;0;1;0;0
"57657";0;0.220260793;40;0;0.610125766;3100;8;0;2;0;0
"105060";0;0.31374534;51;0;0.141880591;13750;6;0;1;0;4
"97972";0;0.280863525;44;0;0.428081703;7000;14;0;1;0;0
"2142";0;0;43;0;0.333133373;5000;9;0;2;0;0
"91834";0;0.135154507;47;0;0.264947011;5000;9;0;2;0;0
"98126";0;0;49;0;0.817591204;2000;6;0;1;0;0
"2729";0;0.006999364;39;0;0.505338078;5338;8;0;2;0;3
"1246";0;0.58069462;39;1;0.785196922;4417;8;0;2;0;0
"104107";0;0.068165755;80;0;0.363552739;9783;15;0;3;0;0
"123138";0;0.311851756;64;0;0.495669824;7389;21;0;3;0;0
"131976";0;0.9999999;44;4;0.371946153;6016;8;0;1;0;1
"110907";0;0.014631937;78;0;0.464167916;3334;18;0;2;0;0
"111185";0;0.818524807;41;2;0.159680977;5892;8;0;1;0;2
"91874";0;0.084323251;47;0;0.227848101;6240;11;0;0;0;2
"2058";0;0.659890841;41;0;0.374094099;8692;11;0;2;0;4
"85521";0;0.038149046;69;0;0.004749604;12000;3;0;0;0;1
"91924";0;0.676580855;28;0;0.208263912;3000;5;0;0;0;0
"77728";0;0.747649731;59;1;0.583119736;10923;7;0;1;0;1
"47794";0;0.213342651;38;0;0.271771936;27500;14;0;2;0;2
"127391";0;0.025041204;48;0;0.364092705;9362;9;0;1;0;5
"108462";0;0.11050985;52;0;0.217978202;10000;7;0;1;0;0
"21835";0;0.859140859;28;0;1068;0;4;0;0;0;0
"90723";0;0.029600078;76;0;2.24137931;550;23;0;2;0;0
"79067";0;0.062398014;50;0;0.365046536;4834;17;0;1;0;0
"113224";1;0.099950025;28;1;0.110986127;2666;8;0;0;0;0
"127927";0;0.082210326;70;0;0.17422031;6508;5;0;1;0;0
"125509";0;0.054335514;70;0;0.195426195;2404;13;0;0;0;0
"120985";0;0.480469157;47;1;0.259892738;6898;8;0;1;0;1
"28072";0;0.073245022;37;0;0.501428377;7350;9;0;3;0;0
"90521";0;0;45;0;0.306597109;9200;12;0;2;0;0
"17630";0;0.9999999;52;0;0.105519481;4311;2;0;0;0;0
"23277";0;0.435243558;56;0;0.384765055;20557;21;0;5;0;2
"41726";0;0.005294014;54;0;0.436071018;7828;6;0;1;0;0
"37838";0;0.11464309;52;0;0.603210637;6166;13;0;2;0;1
"124088";1;1.003322259;36;4;0.344262295;2500;12;2;0;2;0
"93526";0;0.874251497;47;2;0.026752351;55396;4;1;1;0;1
"63290";0;0.005383235;55;0;0.032459226;12507;3;0;0;0;2
"22107";1;0.9999999;42;0;0;4000;1;0;0;2;2
"102881";0;0.06875725;38;0;0.323434561;7441;9;0;2;0;1
"40357";0;0.022536116;61;0;0.340729483;3289;25;0;1;0;1
"91328";0;0.170383691;46;0;0.73311942;7167;10;0;2;0;0
"77224";0;0.382410361;70;1;0.410763667;4700;14;0;0;0;0
"53710";0;0.305778926;39;0;0.261384632;9200;7;0;2;0;1
"102279";0;0.981776765;74;0;0.360189573;5696;12;0;1;0;0
"137630";0;0.223163343;29;0;0.225948639;5217;12;0;2;0;0
"122104";0;0.087037598;68;0;0.011913626;9400;3;0;0;0;1
"127101";0;0.16495876;56;4;0.201905701;6086;9;0;1;4;2
"109421";0;0.28836884;51;0;0.498913201;6900;13;0;1;0;0
"65028";0;0.08396159;34;0;0.036925848;3330;4;0;0;0;0
"19064";0;0.232562744;26;0;140;0;3;0;0;0;0
"131263";0;0;48;0;0.328289122;5616;12;0;1;0;0
"92091";0;0.356705654;58;0;0.719959267;2945;12;0;1;0;2
"71522";0;0.129219638;46;0;0.437093818;6000;12;0;1;0;3
"106561";0;0.877060422;48;0;0.262165275;6945;7;0;0;1;2
"53778";0;0;58;0;0.288003528;6801;8;0;1;0;0
"131804";0;0.782133534;36;1;4;500;14;0;0;1;0
"57172";0;0.06101868;65;0;0.560675343;2842;8;0;2;0;1
"80004";0;0.030942812;47;0;0.573749308;5416;8;0;3;1;2
"119149";0;0.9999999;48;0;0.135644059;6000;2;0;0;0;0
"129688";1;0.391520836;51;1;3.578654971;3419;21;4;6;1;2
"100748";0;0.07911326;79;0;0.698673983;4373;18;0;3;0;0
"30995";0;0.894024958;40;1;0.634264047;2900;6;0;0;0;0
"70296";0;0.048677732;32;1;0.710090597;3200;11;0;2;0;1
"85064";0;0.323983523;64;0;0.375830298;14000;16;0;1;0;2
"24865";0;0.071032733;66;1;0.431856048;3000;11;0;1;0;1
"70403";0;0.200101426;63;0;2.351917196;4250;21;0;6;0;0
"131879";0;0.619542804;75;0;0.58716597;5500;10;0;2;0;1
"102963";0;0.818836233;36;0;0.350306585;3750;4;0;1;0;2
"31912";0;0.585480557;55;0;0.49771321;3716;12;0;1;0;0
"103829";0;0.022101631;45;0;0.072154472;7871;8;0;0;0;3
"47182";0;0.079546023;51;0;0.31692259;12633;7;0;3;0;1
"58748";0;0.601499803;30;0;0.763078354;4300;12;0;1;0;0
"98137";0;0.411669525;36;0;0.563260985;5666;9;0;2;0;2
"86454";0;0.260828377;57;0;0.245875412;10000;10;0;3;0;1
"30027";0;0.060593941;37;0;0.00359928;5000;1;0;0;0;1
"63594";0;0.016805982;59;0;0.293634041;9000;14;0;2;0;0
"22067";0;0.003359158;54;1;0.000788261;16491;4;0;0;0;0
"28065";0;0.982771474;62;0;0.709602418;4300;15;0;0;0;0
"65378";0;0.057384733;49;0;0.044603948;3900;6;0;0;0;0
"69540";0;0.079137118;44;0;0.371553542;12802;7;0;2;0;3
"118150";0;0.772768233;49;0;0.343838296;4600;10;0;0;0;1
"14413";0;0.396171129;71;0;0.367310012;3315;19;0;0;0;0
"31696";0;0.027423906;69;0;0.120287971;10000;7;0;2;0;0
"128524";0;0.020219157;74;0;0.10286603;4500;7;0;0;0;1
"149052";0;0.226071126;65;0;0.161349693;1629;3;0;0;0;0
"3811";0;0.446767413;46;0;0.323283691;8258;9;0;2;0;2
"118170";0;0;50;0;0.008671268;143000;4;0;1;0;1
"36024";1;0.804095672;25;0;1.051771117;1100;7;0;0;0;0
"90588";0;0;63;0;0.563476563;3071;8;0;1;0;0
"60505";0;0.700474259;28;0;0.093151141;6000;5;0;0;0;1
"142342";0;0.273893153;45;0;0.468005488;8016;10;0;2;0;1
"132319";1;0.991641528;31;2;0.534246575;2700;10;0;0;0;1
"31343";0;0;58;0;1.089986767;2266;6;0;1;0;1
"127310";0;0.411273254;40;0;0.317621853;5600;9;0;1;0;0
"6551";0;0.20863037;44;0;0.418197725;8000;11;0;2;0;0
"84797";0;0.530533764;36;1;0.227438706;3833;6;0;0;0;2
"114984";0;0.140746396;79;1;0.465465465;1331;13;0;2;0;0
"112084";0;0.161428311;37;0;0.425396494;9583;11;0;2;0;1
"129815";1;0.99160112;32;0;0.234423408;2904;8;0;0;0;0
"70371";0;0.9999999;74;0;0.013990673;1500;1;0;0;1;0
"144782";0;0.290637184;68;0;1.070815001;4772;7;0;2;0;0
"58656";0;0.291253113;53;0;0.47374473;2608;12;0;0;0;0
"95478";0;0.07106487;53;0;8.852702946;33333;8;0;0;0;0
"138862";0;0.009999688;73;0;0.000882266;10200;5;0;0;0;0
"124384";0;0.034886951;46;0;0.897126197;2400;5;0;1;0;2
"45269";0;0.001074005;74;0;0.094181164;5000;9;0;0;0;0
"29410";0;0.10816216;55;0;0.234635382;7500;3;0;1;0;0
"62684";0;0.002046664;63;0;0.000604961;4958;7;0;0;0;1
"17333";0;0.541115706;59;0;0.223385108;15000;11;0;2;0;0
"44114";0;0.065461085;66;0;0.208576795;9583;3;0;1;0;0
"45797";0;0.788901224;48;1;0.65865852;7200;8;0;2;0;1
"63299";0;0.121637871;64;0;0.351026649;4577;7;0;1;0;0
"11465";0;0.9999999;39;0;0.001817631;3300;1;0;0;0;3
"46151";0;0.139097219;59;0;2123;0;15;0;2;0;0
"49441";0;0.451108688;67;0;0.063547083;1730;4;0;0;0;0
"86899";0;0.011805278;37;0;0.437309962;5590;11;0;3;0;2
"100147";0;0.277925732;46;0;0.207083545;5900;8;0;0;0;0
"71367";0;0.023732938;80;0;0.016566695;3500;5;0;0;0;0
"134796";0;0.014317872;83;0;0.009596162;5001;8;0;0;0;0
"695";0;0.359412083;54;0;3.874422899;1082;22;0;1;0;0
"45660";0;0.027151083;73;0;0.011953923;4600;9;0;0;0;0
"59793";0;0.255238689;54;0;0.690374179;3500;10;0;2;0;2
"106524";0;0.533046854;71;0;0.512720809;9000;13;0;1;0;0
"141660";0;0.018921929;65;0;0.014460512;4494;14;0;1;0;0
"28680";0;0.106051889;53;0;0.223107147;9416;4;0;2;0;0
"839";0;0.01339933;71;0;0.01283697;2336;3;0;0;0;1
"41651";0;0.064804717;38;0;0.645419323;8000;11;0;3;0;2
"38276";0;0.564775945;69;0;0.491413474;9083;12;0;3;0;1
"10084";0;0.014416061;64;0;0.004123454;8002;5;0;0;0;0
"128791";0;0.730519249;29;0;0.103490592;7333;5;0;0;0;0
"137932";0;0.011666353;71;0;0.002856463;4200;6;0;0;0;0
"105";0;0.003108849;57;0;0.258939285;8333;7;0;1;0;0
"18871";0;0.640975449;50;0;0.3856024;6000;7;0;1;0;0
"38887";0;0.034702534;66;0;0.492275386;6666;7;0;2;0;0
"40508";0;0;55;0;0;9000;6;0;0;0;0
"134989";0;0.12296498;48;0;0.475652377;8583;14;0;2;0;0
"2211";0;0;60;0;0.18893146;11744;13;0;2;0;0
"74179";0;0.957680773;60;2;0.379888268;3400;11;0;1;0;0
"16347";0;0.053971517;60;0;0.163322445;15000;10;0;2;0;0
"136853";0;0;63;0;0;2750;9;0;0;0;0
"43635";0;0.126662222;43;0;0.308489366;5500;9;0;1;0;2
"133636";0;2.054945055;67;0;0.061675066;8333;8;0;0;0;0
"106291";0;0.402661699;48;0;0.667077429;4868;8;0;2;0;0
"14072";0;0.010208208;66;0;0.579915677;2608;14;0;1;0;0
"53890";0;0.016826633;57;0;0.165845649;7916;11;0;1;0;1
"25215";0;0.9999999;39;0;0.443019943;2807;7;0;0;0;2
"19364";0;0.001924568;73;0;0.000584112;3423;4;0;0;0;0
"7996";0;0.95680288;37;0;0.64319674;4416;8;0;1;0;0
"135325";1;0;27;0;0.637326015;5100;12;0;4;0;1
"50334";0;0.058173628;54;0;0.454489036;4833;12;0;2;0;3
"89687";0;0.512165315;40;0;0.227077978;3500;5;0;0;0;2
"94153";0;0;24;0;0.207916833;2500;4;0;0;0;0
"132638";0;0.031410468;45;0;0.819517931;1700;10;0;1;0;1
"71703";0;0.9999999;41;0;0.221981826;6932;4;0;1;0;0
"120491";0;0.06215221;63;0;0.144578313;3900;8;0;1;0;1
"10885";0;0.20806914;56;0;0.172187468;9750;14;0;2;0;0
"68733";0;0.000640998;32;0;0.361579803;8000;10;0;2;0;2
"121394";0;0.139517166;67;0;0.057961359;1500;9;0;0;0;0
"106413";0;0.536263389;43;1;1.589337776;2400;8;0;2;0;3
"119933";0;0.042906642;37;0;0.32594157;2840;5;0;1;0;0
"60950";0;0;38;1;0;6700;1;1;0;0;0
"107828";0;0.214027291;66;0;0.188378496;6900;9;0;0;0;0
"138604";0;0.100198987;51;1;0.180278225;21133;17;0;2;0;3
"91248";0;0;63;0;1.096359743;1400;7;0;2;0;0
"11009";0;0;33;0;0.356660835;4000;4;0;1;0;2
"48900";0;0.145031882;43;0;0.051843318;6075;6;0;1;0;2
"99039";0;0.028771204;84;0;0.011995638;5501;8;0;0;0;0
"114874";1;1.013278277;35;0;0.987538941;7703;27;0;6;0;1
"122429";0;0.710832171;62;2;0.038573824;16098;8;0;0;0;4
"26276";0;0.972055888;27;0;0.116929485;3360;5;0;0;0;0
"23685";0;0.9999999;47;0;0.137904067;3835;1;0;0;0;2
"114393";0;0.369418721;41;0;0.247053541;8908;11;0;2;0;1
"14171";0;0.010210013;64;0;0.205678418;13700;15;0;3;0;1
"146005";0;0.094878347;48;0;0.930023326;3000;11;0;2;0;3
"109992";0;0.106389361;44;0;0.537057868;8000;6;0;1;0;1
"50739";0;0.042131424;69;0;0.044282728;12916;8;0;0;0;0
"87694";0;0.034536466;65;0;0.569215392;2000;8;0;1;0;0
"56424";0;0.072839149;72;0;0.087909341;12000;15;0;0;0;1
"45496";0;0.9999999;68;0;0.392077799;4215;4;0;1;0;0
"32835";0;0.013475549;88;0;0.001919386;4167;5;0;0;0;0
"35028";0;0.9999999;36;0;0.104579084;5000;2;0;0;0;2
"49825";0;0.182718967;42;0;0.114455681;8404;4;0;0;0;0
"149399";0;0.453139581;44;1;2.407566024;1400;8;0;2;0;3
"146515";0;0.90290243;39;0;0.329758226;5500;12;2;0;1;2
"81308";0;0.058914888;66;0;0.249494108;8400;13;0;1;0;1
"125315";0;0;45;3;1.151927438;3968;7;1;4;3;2
"41967";0;0.048066607;32;0;0.298713235;5439;12;0;1;0;1
"2697";0;0.9999999;34;0;0.691921005;2784;7;0;2;0;3
"31156";0;0.246920159;63;0;1.423586041;2492;9;0;2;0;0
"10037";0;0.754831121;57;0;0.087686912;5416;8;1;0;1;1
"21135";0;0.690642101;56;5;0.553716729;7250;14;0;3;0;0
"119031";0;0;92;0;0;4851;1;0;0;0;1
"125330";0;0.098791972;44;0;0.10284898;12600;12;0;1;0;1
"72301";1;0.990574122;33;2;0.195837598;2930;6;0;0;0;4
"56021";0;0.02879661;80;0;0.013424736;3500;7;0;0;0;0
"34790";0;0.006805488;61;0;0.088091191;10000;12;0;1;0;0
"145791";0;0.9999999;44;0;0.151701596;5200;4;0;0;0;2
"32443";0;0.240019;56;1;0.819545114;4000;8;0;1;0;1
"93728";1;0.377940699;72;0;1.627486438;1105;9;0;1;0;0
"95619";0;0.982252218;49;0;0.245209302;5374;8;0;0;0;1
"14270";0;0.328071876;55;0;0.348206474;8000;7;0;1;1;2
"131063";0;0.136660159;78;0;0.012141123;7000;3;0;0;0;1
"56220";0;0.935412917;41;0;0.418776033;3120;5;0;2;0;0
"140411";0;0.002290006;44;0;0.44237853;5700;9;0;2;0;2
"134375";0;0.644652716;62;0;2.022061358;2900;13;0;2;0;3
"39788";0;0.076677799;63;0;0.195391414;6335;5;0;1;0;2
"69679";0;0.282212146;53;0;0.702367003;12800;12;0;2;0;2
"21379";0;0.807717673;42;0;0.406203515;18150;10;0;2;0;0
"5130";0;0.005082996;60;0;0.062120292;13167;26;0;1;0;2
"55971";0;0.338576116;25;0;0.168526786;3583;5;0;0;0;0
"79594";0;0.061993112;46;0;0.007236545;2210;4;0;0;0;0
"72583";0;0;44;2;0.910706353;2250;7;0;1;0;0
"65834";0;0.365898179;61;0;0.354940843;6000;8;0;1;0;0
"69720";0;0.0824048;39;0;0.753704746;5330;12;0;3;0;0
"88711";0;0.297376705;42;1;0.218399691;5173;7;4;0;1;1
"98330";0;0.47800964;64;0;0.281345566;2942;7;0;1;0;0
"24674";0;0;65;0;0.17448837;12166;4;0;1;0;1
"112768";0;0.005299823;64;0;0.4935013;5000;6;0;2;0;0
"65323";0;0.009310768;49;0;1.686209194;1500;12;0;2;0;0
"45330";0;0.41928494;58;0;0.25987274;9900;9;0;1;1;0
"12617";0;0.02783056;44;0;0.267994709;12850;15;0;4;0;2
"64502";0;0.541606718;42;0;0.703383729;4166;12;0;2;0;0
"54470";0;0.150094651;47;0;0.491563555;8000;23;0;4;0;0
"65917";0;0.045795171;56;2;0.504192761;9420;6;1;1;2;0
"14865";0;0.01359268;48;1;0.282930313;9800;7;0;1;0;0
"118418";0;0.272499676;54;1;1.945595855;1929;14;0;1;0;3
"82262";0;0.9999999;28;0;0.512536633;3070;4;0;1;0;0
"143098";0;0.360355332;66;0;0.199707388;2733;4;0;0;0;0
"111543";0;0.159875825;49;0;631;0;8;0;0;0;2
"5450";0;0.128402831;71;0;0.431691966;2700;18;0;1;0;0
"87858";0;0.165036776;54;1;0.3743453;10500;15;0;1;0;0
"13698";0;0.082584809;51;0;0.01789097;4750;5;0;0;0;0
"38941";0;0.00652623;54;0;0.331886417;5528;13;0;1;0;1
"40436";0;0.005620496;38;0;0.211457708;3333;7;0;1;0;2
"3165";0;0.023745023;53;0;0.129020017;10540;5;0;1;0;1
"61545";0;0.591311433;64;0;0.906005222;1531;9;1;1;0;0
"62062";0;0.703167753;65;0;0.589004229;2600;10;0;0;0;0
"2020";0;0.093598023;62;0;0.226219025;5003;14;0;1;0;0
"6423";1;0.9999999;62;0;0.370758123;2769;4;0;0;0;0
"128690";0;0.9999999;35;0;0.617102744;4700;1;0;1;0;2
"43719";0;0.059933551;60;1;0.323890806;16520;8;0;2;0;0
"111200";0;0.033216113;66;0;0.004068685;14500;6;0;0;0;0
"145275";0;0.147230231;38;0;0.746577048;8033;10;0;4;0;0
"26363";0;0.311373309;62;0;0.341587302;4724;4;0;1;0;1
"76261";0;1.038212816;24;0;0.285714286;1000;3;0;0;0;0
"66392";0;0.62721169;50;1;0.256214415;7200;5;0;1;0;1
"47385";0;0.337597628;41;0;0.099036674;5916;5;0;0;0;0
"53254";0;0.97580242;52;0;0.303792251;2425;6;0;0;0;0
"51907";0;0.085606502;37;0;0.162917519;4400;20;0;0;0;0
"2403";0;0.162947552;39;0;0.150896982;16666;13;0;1;0;0
"121660";0;0.432472817;33;0;0.912139329;3846;12;0;2;0;2
"49994";0;0.280998787;47;0;0.443196324;3916;11;0;1;0;1
"18369";0;0;27;0;0.271995708;1863;6;0;0;0;1
"41299";0;0.996018516;42;0;0.86525974;1847;7;0;0;0;2
"30408";0;0.234707412;51;0;0.670241287;3356;16;0;2;0;0
"37175";0;0.05101707;41;0;0.225195409;14200;19;0;2;0;3
"142957";0;0.449892883;35;0;0.213905775;2631;8;0;0;0;0
"41028";0;0;57;0;0.190573932;12666;11;0;2;0;1
"23229";0;0;63;0;0.001305341;9192;4;0;0;0;0
"62466";0;0.377787301;54;0;3.927133269;1042;14;0;3;0;0
"139385";0;0.038326347;40;1;0.33604888;15220;8;0;2;0;0
"126704";0;0.030510865;45;0;0.25403784;4333;5;0;1;0;2
"46133";0;0.00389961;42;0;0.100071994;4166;2;0;0;0;3
"64459";0;0.9999999;31;1;0.25140166;4458;7;0;1;0;0
"44497";0;0.505954004;44;0;0.152918688;6800;5;0;0;0;2
"16389";0;0.9999999;36;1;0.081989751;8000;1;3;0;0;0
"103644";0;0.784039266;60;0;0.16880367;8500;6;0;0;0;1
"88549";0;0.813390962;64;0;0.574515544;7172;8;0;2;0;0
"86668";0;0.067593241;84;0;0.009995002;2000;4;0;0;0;0
"11953";0;0.03577579;91;0;0.00379924;5000;2;0;0;0;0
"42354";0;0.260912318;49;1;0.299000233;4300;4;0;0;0;0
"141767";0;0.9999999;34;0;0.124291903;3000;2;0;0;0;0
"118158";0;0.027065636;67;0;0.147974414;2344;6;0;0;0;0
"146896";0;0.00669933;45;0;0.16486984;7605;3;0;1;0;3
"115773";0;0.928298335;36;1;0.581434196;8380;13;0;2;0;3
"54252";0;0.123638949;45;0;0.215267063;13610;8;0;2;0;2
"117594";0;0.036966053;46;0;0.369609856;5843;14;0;2;0;1
"72899";0;0.549458343;44;1;0.361876193;7333;10;0;1;0;0
"62027";0;0.9999999;24;0;0.016327891;3000;0;1;0;0;1
"53286";0;0.342305423;58;2;0.447777183;5600;16;0;2;0;1
"115927";0;0.409628228;46;0;0.208798534;6000;11;0;0;0;0
"71943";0;0.02081185;68;0;0.157238585;12833;5;0;1;0;1
"79235";0;0.243750169;71;0;0.138226129;21500;14;0;2;0;0
"45843";0;0.064397157;61;2;0.172932331;7580;18;0;2;0;1
"148422";0;0.590137342;62;0;0.695146337;5500;16;0;1;0;0
"60722";0;0.086809028;40;0;0.331438796;9500;13;0;2;0;2
"32588";0;0.580209895;28;0;0.116595316;3970;3;0;0;0;0
"15506";0;0.810678416;33;0;0.464360083;6242;8;0;0;1;0
"100003";0;0.854723182;47;0;0.855018587;5379;22;0;3;0;3
"99701";0;0.309169083;59;0;0.50769846;5000;5;0;1;0;0
"93458";0;0.357440083;55;0;0.42242882;1720;4;0;1;0;0
"25009";0;0.031296593;63;0;0.059917943;24616;16;0;0;0;0
"89804";0;0.045462008;39;0;0.463237078;4120;18;0;2;0;3
"55631";0;0.113661152;60;0;0.665710948;9416;15;0;1;0;0
"128680";0;0.38759366;43;0;0.378578732;3911;11;0;1;0;0
"58847";0;0.420798359;45;0;1.383497966;1720;8;0;2;0;2
"5872";0;0.807268156;50;0;0.482764335;6033;8;1;1;0;2
"94612";0;0.082171127;75;0;0.569881275;4800;8;0;1;0;0
"13386";0;0.001420428;75;0;0.001999636;5500;9;0;0;0;1
"56851";0;0.273529828;72;1;0.627936166;5576;16;0;3;0;0
"88587";0;0.9999999;24;0;0.055454309;3840;1;0;0;0;0
"12523";0;0.142702551;78;0;0.679404802;2956;6;0;1;0;0
"57255";0;0.003121118;46;0;1.139784946;650;5;0;1;0;0
"109926";0;0.912537181;47;4;0.494822045;8400;12;0;3;0;3
"4712";1;1.159468439;33;0;0.133708216;3200;3;0;0;0;2
"116984";1;0.176401627;36;0;0.081654806;8290;8;0;0;0;2
"2097";1;0.627858098;54;0;0.164475316;4030;6;0;0;0;1
"124833";0;0.016830528;32;0;0.471983732;4425;5;0;1;0;1
"142732";0;0.037147679;65;0;0.490503166;3000;13;0;1;0;0
"21655";0;0.220173739;42;0;0.316763798;5833;7;0;2;0;1
"74640";0;0.133241672;47;0;0.231077064;8745;2;0;1;0;3
"30018";0;0.348216295;44;0;1320;0;12;0;1;0;2
"93906";0;0.054724146;65;0;0.405382242;5833;5;0;1;0;1
"46365";0;0.352830974;39;0;0.132247929;3500;8;0;0;1;0
"114756";0;0.236311551;46;0;0.423894026;4000;4;0;1;0;2
"68564";0;0.058432261;76;0;0.017442506;9000;9;0;0;0;2
"128488";0;0.943270449;58;2;0.351328553;4741;11;0;1;0;1
"12024";0;0;63;0;0.279444269;9500;10;0;2;0;0
"141605";0;0.015186551;55;0;0.388522746;6220;6;0;1;0;0
"108788";1;0.486183794;49;2;0.296351824;2000;7;0;0;1;0
"108138";0;0.016671733;69;0;0.262794573;4200;9;0;1;0;0
"121745";0;0.007475752;79;0;0.002532996;7500;12;0;0;0;0
"27681";0;0.02083555;64;0;0.214162162;9249;10;0;2;0;1
"96845";0;0.61048133;32;0;1.167850799;1125;8;0;0;0;0
"37748";0;0;80;0;0.327883742;1100;5;0;0;0;0
"55485";0;0.034302229;49;1;0.366488536;5800;9;0;1;0;0
"47902";0;0.014006834;25;0;0.005999333;9000;20;0;0;0;0
"57482";0;0.072818382;53;1;0.222731439;12000;27;0;1;0;0
"85996";0;0;78;0;0.125070893;33500;4;0;1;0;0
"126";0;0.003722015;58;0;0.63332301;3228;5;0;1;0;0
"14418";0;0.008385976;60;0;0.301374755;5600;7;0;1;0;2
"139623";0;0.389059664;59;0;0.618587117;6100;12;0;1;0;1
"76203";0;0.261495402;68;0;0.005332585;3562;2;0;0;0;0
"55789";0;0.393926872;39;0;0.142836738;7000;13;0;0;0;0
"3303";0;0.177524045;49;1;0.417318329;5242;9;0;2;0;2
"68404";0;0.157783095;59;0;0.963227419;2800;16;0;2;0;0
"149843";0;0.017425167;56;0;0.893159379;2835;11;0;2;0;0
"33458";0;0.62334123;41;0;2.333666334;1000;4;0;1;0;2
"24329";0;0.204621195;37;1;0.617963703;3250;2;0;1;0;0
"13516";0;0.109099521;68;0;0.077258727;3895;11;0;0;0;1
"128867";0;0.080729228;42;0;0.197839744;9072;5;0;1;0;0
"76729";0;0.158393802;57;1;0.459152369;8800;23;0;3;0;1
"30754";0;0.131678769;80;0;0.093087076;22956;14;0;1;0;0
"65111";0;0;44;0;0.020135154;7250;9;0;0;0;2
"120538";0;0.00354682;78;1;0.058974359;8579;7;0;0;0;0
"56317";0;0.056539574;60;0;0.281849194;8500;10;0;1;0;0
"148156";0;0.9999999;42;0;0.223709553;10383;2;0;1;0;0
"63397";1;0.9999999;40;0;0;2231;0;2;0;0;3
"18232";0;0.428287555;56;0;0.453516378;4151;5;0;1;0;1
"49396";0;0.52846744;45;0;0.450554995;3963;5;0;0;0;0
"145716";0;0.177560071;50;0;1.010695187;7666;8;0;3;0;2
"131552";0;0.462900824;54;0;0.215475024;4083;6;0;0;0;0
"134717";0;0.049761513;73;0;0.098319412;9936;7;0;1;0;0
"67654";0;0.033476805;60;0;0.151231096;8000;7;0;1;0;1
"43961";0;0.001907009;60;0;0.271383316;10416;14;0;2;0;0
"124467";0;0.164296362;50;0;0.473750261;4780;15;0;1;0;1
"15915";0;0.095392828;60;0;0.182173792;3578;7;0;0;0;2
"49497";0;0.80394079;42;0;0.226239817;6996;10;0;0;0;1
"133265";0;0.084103218;33;0;0.031992002;4000;5;0;0;0;0
"134448";0;0.167284875;71;0;0.279447019;12513;9;0;2;0;0
"87567";0;0.445988901;59;0;0.836150845;6151;15;0;3;0;0
"118254";0;0.019939601;47;0;0.328033598;6666;5;0;1;0;3
"84876";0;0.026220689;73;0;0.008103448;5799;5;0;0;0;0
"64312";0;0.480885763;58;2;0.275031199;10416;11;1;1;0;2
"119619";0;0.924305445;49;0;1.028453891;5833;11;0;2;0;0
"119177";0;0.093111567;57;0;0.077461503;15000;15;0;1;0;0
"129474";0;0.406537091;52;0;1.459425718;800;7;0;2;0;0
"52381";0;0.899400092;31;0;0.087456272;2000;1;0;0;0;0
"136027";1;0.941346501;31;0;0.324421389;2505;5;0;0;0;0
"88242";0;0.085765932;72;0;0.026027914;2650;7;0;0;0;0
"77099";0;0.970004285;51;1;0.145136486;5201;5;0;1;0;1
"146710";0;0.011950322;81;0;0.095588235;135;7;0;0;0;0
"7816";0;0.070617927;63;0;0.021947322;86980;9;0;1;0;3
"133701";0;0;31;0;0.346935633;6493;11;0;1;0;0
"73101";0;0.07223624;31;1;0.003630624;6334;4;0;0;0;0
"63132";0;0.219716798;58;1;0.257341577;1293;5;0;0;0;0
"68742";0;0;64;0;0.130572874;8500;7;0;2;0;0
"12574";0;0.599293772;33;0;0.330303375;8800;11;0;2;0;0
"114325";0;0.123407088;39;1;0.871179663;3500;12;0;2;0;2
"108371";0;0.664127037;47;0;0.632398249;6166;5;0;2;0;0
"71902";0;0.194680756;71;0;0.215322236;4685;8;0;1;0;1
"37046";0;0.269899532;47;0;779.5;1;4;0;1;0;3
